,Code,Country,Year,Migration Type,Total Migration,Gender,Country 1,Country 1 Count,Country 2,Country 2 Count,Country 3,Country 3 Count,Country 4,Country 4 Count,Country 5,Country 5 Count
0,862,Venezuela (Bolivarian Republic of),1990,Immigration,517579,female,Colombia,259738,Spain,59040,Portugal,41868,Italy,40837,Peru,16669
0,862,Venezuela (Bolivarian Republic of),1990,Immigration,507430,male,Colombia,295840,Spain,50038,Portugal,29714,Italy,23955,Peru,12966
0,862,Venezuela (Bolivarian Republic of),1990,Immigration,1025009,total,Colombia,555578,Spain,109078,Portugal,71582,Italy,64792,Peru,29635
0,862,Venezuela (Bolivarian Republic of),1995,Emigration,107569,female,United States of America,29717,Spain,18104,Colombia,16510,Portugal,8679,Dominican Republic,8374
0,862,Venezuela (Bolivarian Republic of),1995,Emigration,135416,male,United States of America,45855,Spain,20600,Colombia,18652,Portugal,9541,Dominican Republic,7437
0,862,Venezuela (Bolivarian Republic of),1995,Emigration,242985,total,United States of America,75572,Spain,38704,Colombia,35162,Portugal,18220,Dominican Republic,15811
0,862,Venezuela (Bolivarian Republic of),1995,Immigration,513473,female,Colombia,278046,Spain,49441,Portugal,36459,Italy,35453,Peru,18421
0,862,Venezuela (Bolivarian Republic of),1995,Immigration,506523,male,Colombia,310277,Spain,43017,Portugal,26108,Italy,21722,Peru,14552
0,862,Venezuela (Bolivarian Republic of),1995,Immigration,1019996,total,Colombia,588323,Spain,92458,Portugal,62567,Italy,57175,Peru,32973
0,862,Venezuela (Bolivarian Republic of),2000,Emigration,142400,female,United States of America,43552,Spain,29787,Colombia,17609,Portugal,10544,Dominican Republic,9050
0,862,Venezuela (Bolivarian Republic of),2000,Emigration,177640,male,United States of America,66196,Spain,31800,Colombia,19591,Portugal,11678,Dominican Republic,8336
0,862,Venezuela (Bolivarian Republic of),2000,Emigration,320040,total,United States of America,109748,Spain,61587,Colombia,37200,Portugal,22222,Dominican Republic,17386
0,862,Venezuela (Bolivarian Republic of),2000,Immigration,508639,female,Colombia,294386,Spain,40970,Portugal,31422,Italy,30443,Peru,20145
0,862,Venezuela (Bolivarian Republic of),2000,Immigration,505024,male,Colombia,322796,Spain,36680,Portugal,22754,Italy,19539,Peru,16203
0,862,Venezuela (Bolivarian Republic of),2000,Immigration,1013663,total,Colombia,617182,Spain,77650,Portugal,54176,Italy,49982,Peru,36348
0,862,Venezuela (Bolivarian Republic of),2005,Emigration,194411,female,United States of America,57108,Spain,50911,Colombia,17802,Italy,11607,Portugal,11235
0,862,Venezuela (Bolivarian Republic of),2005,Emigration,242869,male,United States of America,85598,Spain,57796,Colombia,19335,Italy,17196,Portugal,12509
0,862,Venezuela (Bolivarian Republic of),2005,Emigration,437280,total,United States of America,142706,Spain,108707,Colombia,37137,Italy,28803,Portugal,23744
0,862,Venezuela (Bolivarian Republic of),2005,Immigration,535096,female,Colombia,315004,Spain,40372,Portugal,31265,Italy,30862,Peru,22265
0,862,Venezuela (Bolivarian Republic of),2005,Immigration,535466,male,Colombia,351376,Spain,35081,Portugal,22381,Italy,18905,Peru,17581
0,862,Venezuela (Bolivarian Republic of),2005,Immigration,1070562,total,Colombia,666380,Spain,75453,Portugal,53646,Italy,49767,Peru,39846
0,862,Venezuela (Bolivarian Republic of),2010,Emigration,245710,female,United States of America,70901,Spain,69142,Colombia,21372,Italy,20816,Portugal,10087
0,862,Venezuela (Bolivarian Republic of),2010,Emigration,310931,male,United States of America,110004,Spain,79005,Italy,28146,Colombia,22139,Portugal,11236
0,862,Venezuela (Bolivarian Republic of),2010,Emigration,556641,total,United States of America,180905,Spain,148147,Italy,48962,Colombia,43511,Portugal,21323
0,862,Venezuela (Bolivarian Republic of),2010,Immigration,667963,female,Colombia,441632,Spain,39682,Italy,31216,Portugal,31063,Peru,24570
0,862,Venezuela (Bolivarian Republic of),2010,Immigration,663525,male,Colombia,477317,Spain,33497,Portugal,21965,Peru,19037,Italy,18251
0,862,Venezuela (Bolivarian Republic of),2010,Immigration,1331488,total,Colombia,918949,Spain,73179,Portugal,53028,Italy,49467,Peru,43607
0,862,Venezuela (Bolivarian Republic of),2015,Emigration,278497,female,United States of America,86958,Spain,73721,Colombia,24168,Italy,20316,Portugal,10780
0,862,Venezuela (Bolivarian Republic of),2015,Emigration,362189,male,United States of America,138028,Spain,86757,Italy,28654,Colombia,24546,Portugal,13394
0,862,Venezuela (Bolivarian Republic of),2015,Emigration,640686,total,United States of America,224986,Spain,160478,Italy,48970,Colombia,48714,Portugal,24174
0,862,Venezuela (Bolivarian Republic of),2015,Immigration,703458,female,Colombia,469595,Spain,39979,Italy,31971,Portugal,31672,Peru,26206
0,862,Venezuela (Bolivarian Republic of),2015,Immigration,700990,male,Colombia,503720,Spain,34603,Portugal,22919,Peru,20801,Italy,19097
0,862,Venezuela (Bolivarian Republic of),2015,Immigration,1404448,total,Colombia,973315,Spain,74582,Portugal,54591,Italy,51068,Peru,47007
0,862,Venezuela (Bolivarian Republic of),2017,Emigration,285367,female,United States of America,89842,Spain,73866,Colombia,24722,Italy,20743,Portugal,11120
0,862,Venezuela (Bolivarian Republic of),2017,Emigration,372072,male,United States of America,142606,Spain,88134,Italy,29088,Colombia,25107,Portugal,13483
0,862,Venezuela (Bolivarian Republic of),2017,Emigration,657439,total,United States of America,232448,Spain,162000,Italy,49831,Colombia,49829,Portugal,24603
0,862,Venezuela (Bolivarian Republic of),2017,Immigration,714422,female,Colombia,476914,Spain,40602,Italy,32469,Portugal,32165,Peru,26614
0,862,Venezuela (Bolivarian Republic of),2017,Immigration,711914,male,Colombia,511569,Spain,35142,Portugal,23276,Peru,21125,Italy,19394
0,862,Venezuela (Bolivarian Republic of),2017,Immigration,1426336,total,Colombia,988483,Spain,75744,Portugal,55441,Italy,51863,Peru,47739
0,156,China,1990,Emigration,2198341,female,"China, Hong Kong SAR",920641,United States of America,378564,Indonesia,121854,Canada,81825,"China, Macao SAR",80291
0,156,China,1990,Emigration,2031519,male,"China, Hong Kong SAR",738516,United States of America,395375,Indonesia,136456,"China, Macao SAR",92055,Canada,86254
0,156,China,1990,Emigration,4229860,total,"China, Hong Kong SAR",1659157,United States of America,773939,Indonesia,258310,"China, Macao SAR",172346,Canada,168079
0,156,China,1990,Immigration,191954,female,Republic of Korea,81853,Viet Nam,11453,United States of America,9795,Philippines,9490,"China, Macao SAR",6857
0,156,China,1990,Immigration,184407,male,Republic of Korea,66288,Philippines,18665,Indonesia,15482,United States of America,7167,Viet Nam,6610
0,156,China,1990,Immigration,376361,total,Republic of Korea,148141,Philippines,28155,Indonesia,21305,Viet Nam,18063,United States of America,16962
0,156,China,1995,Emigration,2508589,female,"China, Hong Kong SAR",949254,United States of America,519973,Canada,138663,Japan,108504,Singapore,86902
0,156,China,1995,Emigration,2436787,male,"China, Hong Kong SAR",823343,United States of America,538514,Canada,148049,Japan,117552,Singapore,104173
0,156,China,1995,Emigration,4945376,total,"China, Hong Kong SAR",1772597,United States of America,1058487,Canada,286712,Japan,226056,Singapore,191075
0,156,China,1995,Immigration,223018,female,Republic of Korea,78456,Brazil,17625,Philippines,15571,Viet Nam,11936,United States of America,10366
0,156,China,1995,Immigration,219180,male,Republic of Korea,62876,Philippines,24819,Indonesia,17426,Brazil,15172,United States of America,7758
0,156,China,1995,Immigration,442198,total,Republic of Korea,141332,Philippines,40390,Brazil,32797,Indonesia,24962,Viet Nam,19149
0,156,China,2000,Emigration,2876059,female,"China, Hong Kong SAR",977867,United States of America,664923,Canada,198829,Japan,155039,Singapore,109883
0,156,China,2000,Emigration,2910895,male,"China, Hong Kong SAR",908170,United States of America,683542,Canada,213333,Japan,180561,Singapore,140315
0,156,China,2000,Emigration,5786954,total,"China, Hong Kong SAR",1886037,United States of America,1348465,Canada,412162,Japan,335600,Singapore,250198
0,156,China,2000,Immigration,254082,female,Republic of Korea,75060,Brazil,28567,Philippines,21652,Viet Nam,12418,United States of America,10937
0,156,China,2000,Immigration,253952,male,Republic of Korea,59464,Philippines,30974,Brazil,24937,Indonesia,19371,United States of America,8349
0,156,China,2000,Immigration,508034,total,Republic of Korea,134524,Brazil,53504,Philippines,52626,Indonesia,28619,Viet Nam,20235
0,156,China,2005,Emigration,3494147,female,"China, Hong Kong SAR",991785,United States of America,797231,Japan,295216,Canada,237598,Singapore,126904
0,156,China,2005,Emigration,3748159,male,"China, Hong Kong SAR",1078752,United States of America,810423,Japan,352904,Canada,271396,Singapore,172747
0,156,China,2005,Emigration,7242306,total,"China, Hong Kong SAR",2070537,United States of America,1607654,Japan,648120,Canada,508994,Singapore,299651
0,156,China,2005,Immigration,379920,female,Republic of Korea,89711,"China, Hong Kong SAR",71680,Brazil,34411,Philippines,27482,Viet Nam,14608
0,156,China,2005,Immigration,299027,male,Republic of Korea,58702,"China, Hong Kong SAR",47310,Philippines,30577,Brazil,24617,Indonesia,19122
0,156,China,2005,Immigration,678947,total,Republic of Korea,148413,"China, Hong Kong SAR",118990,Brazil,59028,Philippines,58059,Indonesia,31573
0,156,China,2010,Emigration,4055018,female,"China, Hong Kong SAR",1008141,United States of America,940249,Japan,309056,Canada,280194,Republic of Korea,236955
0,156,China,2010,Emigration,4593867,male,"China, Hong Kong SAR",1251904,United States of America,982701,Japan,378100,Canada,331796,Republic of Korea,253073
0,156,China,2010,Emigration,8648885,total,"China, Hong Kong SAR",2260045,United States of America,1922950,Japan,687156,Canada,611990,Republic of Korea,490028
0,156,China,2010,Immigration,505758,female,"China, Hong Kong SAR",141321,Republic of Korea,104362,Brazil,40254,Philippines,33313,Viet Nam,16797
0,156,China,2010,Immigration,344103,male,"China, Hong Kong SAR",93508,Republic of Korea,57941,Philippines,30180,Brazil,24298,Indonesia,18874
0,156,China,2010,Immigration,849861,total,"China, Hong Kong SAR",234829,Republic of Korea,162303,Brazil,64552,Philippines,63493,Indonesia,34528
0,156,China,2015,Emigration,4457294,female,United States of America,1136029,"China, Hong Kong SAR",979443,Japan,317801,Canada,313347,Republic of Korea,287291
0,156,China,2015,Emigration,5217915,male,"China, Hong Kong SAR",1328340,United States of America,1209179,Japan,394721,Canada,371054,Republic of Korea,322042
0,156,China,2015,Emigration,9675209,total,United States of America,2345208,"China, Hong Kong SAR",2307783,Japan,712522,Canada,684401,Republic of Korea,609333
0,156,China,2015,Immigration,600136,female,"China, Hong Kong SAR",167553,Republic of Korea,123150,Brazil,47603,Philippines,39924,Viet Nam,19731
0,156,China,2015,Immigration,377910,male,"China, Hong Kong SAR",102699,Republic of Korea,63636,Philippines,33146,Brazil,26686,Indonesia,20729
0,156,China,2015,Immigration,978046,total,"China, Hong Kong SAR",270252,Republic of Korea,186786,Brazil,74289,Philippines,73070,Indonesia,39736
0,156,China,2017,Emigration,4589075,female,United States of America,1173711,"China, Hong Kong SAR",994758,Japan,330513,Canada,325780,Republic of Korea,289498
0,156,China,2017,Emigration,5372983,male,"China, Hong Kong SAR",1349110,United States of America,1249287,Japan,410509,Canada,385775,Republic of Korea,324514
0,156,China,2017,Emigration,9962058,total,United States of America,2422998,"China, Hong Kong SAR",2343868,Japan,741022,Canada,711555,Republic of Korea,614012
0,156,China,2017,Immigration,613317,female,"China, Hong Kong SAR",171233,Republic of Korea,125855,Brazil,48648,Philippines,40801,Viet Nam,20165
0,156,China,2017,Immigration,386210,male,"China, Hong Kong SAR",104954,Republic of Korea,65033,Philippines,33873,Brazil,27272,Indonesia,21184
0,156,China,2017,Immigration,999527,total,"China, Hong Kong SAR",276187,Republic of Korea,190888,Brazil,75920,Philippines,74674,Indonesia,40608
0,356,India,1990,Emigration,3857101,female,Pakistan,1583095,Saudi Arabia,612071,United Arab Emirates,353659,Kuwait,257851,United States of America,238925
0,356,India,1990,Emigration,2861761,male,Pakistan,1333453,Saudi Arabia,294397,Nepal,267540,United States of America,211481,United Kingdom,204751
0,356,India,1990,Emigration,6718862,total,Pakistan,2916548,Saudi Arabia,906468,United Arab Emirates,458294,United States of America,450406,United Kingdom,399526
0,356,India,1990,Immigration,3914396,female,Bangladesh,2324893,Pakistan,1024721,Nepal,223552,Sri Lanka,143161,Myanmar,44527
0,356,India,1990,Immigration,3578808,male,Bangladesh,2050262,Pakistan,896557,Nepal,294660,Sri Lanka,138559,Myanmar,41179
0,356,India,1990,Immigration,7493204,total,Bangladesh,4375155,Pakistan,1921278,Nepal,518212,Sri Lanka,281720,Myanmar,85706
0,356,India,1995,Emigration,4154739,female,Pakistan,1324803,Saudi Arabia,627174,United Arab Emirates,506130,United States of America,397485,Kuwait,232387
0,356,India,1995,Emigration,3079043,male,Pakistan,1120376,Nepal,383358,United States of America,348852,Saudi Arabia,302535,United Kingdom,217442
0,356,India,1995,Emigration,7233782,total,Pakistan,2445179,Saudi Arabia,929709,United States of America,746337,United Arab Emirates,667853,Nepal,515578
0,356,India,1995,Immigration,3608978,female,Bangladesh,2180615,Pakistan,863727,Nepal,266232,Sri Lanka,119180,Myanmar,38244
0,356,India,1995,Immigration,3343260,male,Bangladesh,1946520,Pakistan,773528,Nepal,324968,Sri Lanka,116605,Myanmar,35551
0,356,India,1995,Immigration,6952238,total,Bangladesh,4127135,Pakistan,1637255,Nepal,591200,Sri Lanka,235785,Myanmar,73795
0,356,India,2000,Emigration,4650836,female,Pakistan,1169500,United Arab Emirates,685811,Saudi Arabia,664047,United States of America,560016,Kuwait,298321
0,356,India,2000,Emigration,3327529,male,Pakistan,991829,United States of America,488501,Nepal,391353,Saudi Arabia,314945,United Kingdom,234351
0,356,India,2000,Emigration,7978365,total,Pakistan,2161329,United States of America,1048517,Saudi Arabia,978992,United Arab Emirates,915848,Nepal,543594
0,356,India,2000,Immigration,3303560,female,Bangladesh,2036336,Pakistan,702733,Nepal,308912,Sri Lanka,95199,Myanmar,31962
0,356,India,2000,Immigration,3107712,male,Bangladesh,1842778,Pakistan,650498,Nepal,355275,Sri Lanka,94651,Myanmar,29922
0,356,India,2000,Immigration,6411272,total,Bangladesh,3879114,Pakistan,1353231,Nepal,664187,Sri Lanka,189850,Myanmar,61884
0,356,India,2005,Emigration,5836113,female,Pakistan,1118565,United Arab Emirates,978062,Saudi Arabia,846607,United States of America,746307,Kuwait,353914
0,356,India,2005,Emigration,3813513,male,Pakistan,949582,United States of America,644298,Saudi Arabia,369942,Nepal,362122,United Arab Emirates,308931
0,356,India,2005,Emigration,9649626,total,Pakistan,2068147,United States of America,1390605,United Arab Emirates,1286993,Saudi Arabia,1216549,United Kingdom,549350
0,356,India,2005,Immigration,3045693,female,Bangladesh,1877540,Pakistan,647902,Nepal,284662,Sri Lanka,87758,Myanmar,29467
0,356,India,2005,Immigration,2877949,male,Bangladesh,1706536,Pakistan,602405,Nepal,329009,Sri Lanka,87653,Myanmar,27710
0,356,India,2005,Immigration,5923642,total,Bangladesh,3584076,Pakistan,1250307,Nepal,613671,Sri Lanka,175411,Myanmar,57177
0,356,India,2010,Emigration,8546322,female,United Arab Emirates,2264000,Saudi Arabia,1120873,Pakistan,1093934,United States of America,946212,Kuwait,499384
0,356,India,2010,Emigration,4775010,male,Pakistan,929143,United States of America,838072,United Arab Emirates,649802,Saudi Arabia,458362,United Kingdom,340369
0,356,India,2010,Emigration,13321332,total,United Arab Emirates,2913802,Pakistan,2023077,United States of America,1784284,Saudi Arabia,1579235,United Kingdom,691279
0,356,India,2010,Immigration,2787826,female,Bangladesh,1718743,Pakistan,593071,Nepal,260412,Sri Lanka,80316,Myanmar,26972
0,356,India,2010,Immigration,2648186,male,Bangladesh,1570294,Pakistan,554311,Nepal,302742,Sri Lanka,80655,Myanmar,25498
0,356,India,2010,Immigration,5436012,total,Bangladesh,3289037,Pakistan,1147382,Nepal,563154,Sri Lanka,160971,Myanmar,52470
0,356,India,2015,Emigration,10283117,female,United Arab Emirates,2474001,Saudi Arabia,1406156,United States of America,1175243,Pakistan,1081815,Oman,913939
0,356,India,2015,Emigration,5576939,male,United States of America,1058571,Pakistan,919093,United Arab Emirates,710016,Saudi Arabia,597100,United Kingdom,397102
0,356,India,2015,Emigration,15860056,total,United Arab Emirates,3184017,United States of America,2233814,Saudi Arabia,2003256,Pakistan,2000908,Kuwait,1061758
0,356,India,2015,Immigration,2684680,female,Bangladesh,1655225,Pakistan,571138,Nepal,250712,Sri Lanka,77339,Myanmar,25974
0,356,India,2015,Immigration,2556280,male,Bangladesh,1515797,Pakistan,535074,Nepal,292235,Sri Lanka,77856,Myanmar,24613
0,356,India,2015,Immigration,5240960,total,Bangladesh,3171022,Pakistan,1106212,Nepal,542947,Sri Lanka,155195,Myanmar,50587
0,356,India,2017,Emigration,10835310,female,United Arab Emirates,2572216,Saudi Arabia,1572809,United States of America,1214226,Oman,1056007,Pakistan,1016841
0,356,India,2017,Emigration,5752410,male,United States of America,1093683,Pakistan,856809,United Arab Emirates,738203,Saudi Arabia,693407,United Kingdom,419632
0,356,India,2017,Emigration,16587720,total,United Arab Emirates,3310419,United States of America,2307909,Saudi Arabia,2266216,Pakistan,1873650,Oman,1201995
0,356,India,2017,Immigration,2657833,female,Bangladesh,1638673,Pakistan,565426,Nepal,248205,Sri Lanka,76566,Myanmar,25715
0,356,India,2017,Immigration,2530717,male,Bangladesh,1500638,Pakistan,529723,Nepal,289312,Sri Lanka,77077,Myanmar,24366
0,356,India,2017,Immigration,5188550,total,Bangladesh,3139311,Pakistan,1095149,Nepal,537517,Sri Lanka,153643,Myanmar,50081
0,608,Philippines,1990,Emigration,834460,female,United States of America,352063,Saudi Arabia,123253,Canada,57593,Malaysia,55859,United Arab Emirates,35492
0,608,Philippines,1990,Emigration,1194730,male,United States of America,560611,Saudi Arabia,116298,"China, Hong Kong SAR",69690,Canada,60711,Australia,58153
0,608,Philippines,1990,Emigration,2029190,total,United States of America,912674,Saudi Arabia,239551,Canada,118304,Malaysia,104730,Australia,90580
0,608,Philippines,1990,Immigration,81347,female,China,28456,United States of America,10685,Viet Nam,8113,Cambodia,3840,United Kingdom,3305
0,608,Philippines,1990,Immigration,72724,male,China,25336,Viet Nam,10061,United States of America,7061,Cambodia,3688,United Kingdom,2723
0,608,Philippines,1990,Immigration,154071,total,China,53792,Viet Nam,18174,United States of America,17746,Cambodia,7528,United Kingdom,6028
0,608,Philippines,1995,Emigration,1051240,female,United States of America,448777,Saudi Arabia,126940,Canada,84913,Malaysia,65881,United Arab Emirates,59507
0,608,Philippines,1995,Emigration,1453678,male,United States of America,707366,Saudi Arabia,118567,Canada,90591,"China, Hong Kong SAR",78296,Australia,66880
0,608,Philippines,1995,Emigration,2504918,total,United States of America,1156143,Saudi Arabia,245507,Canada,175504,Malaysia,123116,Australia,103492
0,608,Philippines,1995,Immigration,107524,female,China,37615,United States of America,14191,Viet Nam,10649,Cambodia,5068,United Kingdom,4375
0,608,Philippines,1995,Immigration,99821,male,China,34776,Viet Nam,13809,United States of America,9691,Cambodia,5062,United Kingdom,3737
0,608,Philippines,1995,Immigration,207345,total,China,72391,Viet Nam,24458,United States of America,23882,Cambodia,10130,United Kingdom,8112
0,608,Philippines,2000,Emigration,1305773,female,United States of America,548206,Saudi Arabia,126808,Canada,114272,United Arab Emirates,86563,Malaysia,81770
0,608,Philippines,2000,Emigration,1760110,male,United States of America,855628,Saudi Arabia,125442,Canada,122605,"China, Hong Kong SAR",86902,Japan,77950
0,608,Philippines,2000,Emigration,3065883,total,United States of America,1403834,Saudi Arabia,252250,Canada,236877,Malaysia,154427,Japan,144882
0,608,Philippines,2000,Immigration,161904,female,China,44141,United States of America,18874,United Kingdom,16101,Bahrain,4150,Japan,3690
0,608,Philippines,2000,Immigration,156191,male,China,44277,United Kingdom,17502,United States of America,17103,Bahrain,4231,Dem. People's Republic of Korea,2973
0,608,Philippines,2000,Immigration,318095,total,China,88418,United States of America,35977,United Kingdom,33603,Bahrain,8381,Japan,6249
0,608,Philippines,2005,Emigration,1613720,female,United States of America,628805,Saudi Arabia,170395,Canada,151734,United Arab Emirates,148130,Japan,90299
0,608,Philippines,2005,Emigration,2086871,male,United States of America,967654,Canada,200114,Saudi Arabia,141208,Japan,107942,"China, Hong Kong SAR",99641
0,608,Philippines,2005,Emigration,3700591,total,United States of America,1596459,Canada,351848,Saudi Arabia,311603,United Arab Emirates,202618,Japan,198241
0,608,Philippines,2005,Immigration,133023,female,China,36289,United States of America,15493,United Kingdom,13254,Bahrain,3412,Japan,3019
0,608,Philippines,2005,Immigration,124445,male,China,35277,United Kingdom,13944,United States of America,13626,Bahrain,3371,Dem. People's Republic of Korea,2368
0,608,Philippines,2005,Immigration,257468,total,China,71566,United States of America,29119,United Kingdom,27198,Bahrain,6783,Japan,5057
0,608,Philippines,2010,Emigration,2152376,female,United States of America,710587,United Arab Emirates,361175,Saudi Arabia,230033,Canada,185151,Japan,94533
0,608,Philippines,2010,Emigration,2552543,male,United States of America,1132530,Canada,269189,Saudi Arabia,173977,Japan,115648,Australia,115570
0,608,Philippines,2010,Emigration,4704919,total,United States of America,1843117,United Arab Emirates,474063,Canada,454340,Saudi Arabia,404010,Japan,210181
0,608,Philippines,2010,Immigration,107933,female,United States of America,17968,China,17245,Japan,7860,India,6020,Republic of Korea,3585
0,608,Philippines,2010,Immigration,100666,male,China,18153,United States of America,17047,Japan,5677,India,4456,Republic of Korea,3214
0,608,Philippines,2010,Immigration,208599,total,China,35398,United States of America,35015,Japan,13537,India,10476,Republic of Korea,6799
0,608,Philippines,2015,Emigration,2499163,female,United States of America,763758,United Arab Emirates,394677,Saudi Arabia,285263,Canada,207059,Qatar,126604
0,608,Philippines,2015,Emigration,2924160,male,United States of America,1245837,Canada,301039,Saudi Arabia,230960,Australia,135985,Japan,127199
0,608,Philippines,2015,Emigration,5423323,total,United States of America,2009595,United Arab Emirates,518025,Saudi Arabia,516223,Canada,508098,Japan,229613
0,608,Philippines,2015,Immigration,109783,female,United States of America,18277,China,17544,Japan,7992,India,6120,Republic of Korea,3647
0,608,Philippines,2015,Immigration,102079,male,China,18408,United States of America,17287,Japan,5757,India,4519,Republic of Korea,3259
0,608,Philippines,2015,Immigration,211862,total,China,35952,United States of America,35564,Japan,13749,India,10639,Republic of Korea,6906
0,608,Philippines,2017,Emigration,2621139,female,United States of America,789092,United Arab Emirates,410346,Saudi Arabia,315773,Canada,215274,Kuwait,139295
0,608,Philippines,2017,Emigration,3059543,male,United States of America,1287161,Canada,312983,Saudi Arabia,268212,Australia,143142,Japan,132286
0,608,Philippines,2017,Emigration,5680682,total,United States of America,2076253,Saudi Arabia,583985,United Arab Emirates,538590,Canada,528257,Japan,238797
0,608,Philippines,2017,Immigration,113239,female,United States of America,18853,China,18096,Japan,8243,India,6312,Republic of Korea,3762
0,608,Philippines,2017,Immigration,105291,male,China,18987,United States of America,17830,Japan,5938,India,4661,Republic of Korea,3361
0,608,Philippines,2017,Immigration,218530,total,China,37083,United States of America,36683,Japan,14181,India,10973,Republic of Korea,7123
0,704,Viet Nam,1990,Emigration,635164,female,United States of America,279380,Australia,71083,Canada,53063,France,47528,Germany,40331
0,704,Viet Nam,1990,Emigration,600184,male,United States of America,263882,Australia,65835,Canada,55934,France,51567,Germany,29263
0,704,Viet Nam,1990,Emigration,1235348,total,United States of America,543262,Australia,136918,Canada,108997,France,99095,Germany,69594
0,704,Viet Nam,1990,Immigration,15230,female,Cambodia,11456,Thailand,629,Myanmar,569,Indonesia,488,Lao People's Democratic Republic,457
0,704,Viet Nam,1990,Immigration,12888,male,Cambodia,9694,Thailand,589,Lao People's Democratic Republic,576,Myanmar,394,Indonesia,305
0,704,Viet Nam,1990,Immigration,28118,total,Cambodia,21150,Thailand,1218,Lao People's Democratic Republic,1033,Myanmar,963,Indonesia,793
0,704,Viet Nam,1995,Emigration,803973,female,United States of America,400638,Australia,79267,Canada,61658,France,48168,Germany,41503
0,704,Viet Nam,1995,Emigration,764719,male,United States of America,375329,Australia,78131,Canada,65677,France,54130,Germany,33962
0,704,Viet Nam,1995,Emigration,1568692,total,United States of America,775967,Australia,157398,Canada,127335,France,102298,Germany,75465
0,704,Viet Nam,1995,Immigration,28187,female,Cambodia,18916,Thailand,1623,Myanmar,1552,Indonesia,1281,Lao People's Democratic Republic,921
0,704,Viet Nam,1995,Immigration,23075,male,Cambodia,15484,Thailand,1372,Myanmar,1138,Lao People's Democratic Republic,968,Indonesia,916
0,704,Viet Nam,1995,Immigration,51262,total,Cambodia,34400,Thailand,2995,Myanmar,2690,Indonesia,2197,Lao People's Democratic Republic,1889
0,704,Viet Nam,2000,Emigration,962275,female,United States of America,524898,Australia,80530,Canada,71734,France,48808,Germany,42675
0,704,Viet Nam,2000,Emigration,912202,male,United States of America,488368,Australia,83190,Canada,76967,France,56693,Germany,38660
0,704,Viet Nam,2000,Emigration,1874477,total,United States of America,1013266,Australia,163720,Canada,148701,France,105501,Germany,81335
0,704,Viet Nam,2000,Immigration,32825,female,Cambodia,9223,Thailand,4119,Myanmar,4087,Indonesia,3387,Lao People's Democratic Republic,2130
0,704,Viet Nam,2000,Immigration,23929,male,Cambodia,6722,Thailand,3026,Myanmar,2720,Indonesia,2275,Lao People's Democratic Republic,1864
0,704,Viet Nam,2000,Immigration,56754,total,Cambodia,15945,Thailand,7145,Myanmar,6807,Indonesia,5662,Lao People's Democratic Republic,3994
0,704,Viet Nam,2005,Emigration,1069196,female,United States of America,576108,Australia,83940,Canada,72280,France,55090,Germany,43276
0,704,Viet Nam,2005,Emigration,1015693,male,United States of America,530325,Australia,90500,Canada,79323,France,63614,Germany,43694
0,704,Viet Nam,2005,Emigration,2084889,total,United States of America,1106433,Australia,174440,Canada,151603,France,118704,Germany,86970
0,704,Viet Nam,2005,Immigration,31106,female,Myanmar,5012,Thailand,4896,Indonesia,3594,Lao People's Democratic Republic,2742,Bangladesh,2399
0,704,Viet Nam,2005,Immigration,20662,male,Thailand,3252,Myanmar,2822,Indonesia,2267,Lao People's Democratic Republic,2199,Bangladesh,1730
0,704,Viet Nam,2005,Immigration,51768,total,Thailand,8148,Myanmar,7834,Indonesia,5861,Lao People's Democratic Republic,4941,Bangladesh,4129
0,704,Viet Nam,2010,Emigration,1195832,female,United States of America,635422,Australia,95320,Canada,78097,France,52538,Malaysia,50984
0,704,Viet Nam,2010,Emigration,1159013,male,United States of America,600578,Australia,108480,Canada,87028,France,63697,Germany,47781
0,704,Viet Nam,2010,Emigration,2354845,total,United States of America,1236000,Australia,203800,Canada,165125,France,116235,Germany,91388
0,704,Viet Nam,2010,Immigration,35971,female,Myanmar,5904,Thailand,5596,Indonesia,3867,Bangladesh,3596,Lao People's Democratic Republic,3202
0,704,Viet Nam,2010,Immigration,25785,male,Thailand,3974,Myanmar,3452,Bangladesh,2944,Lao People's Democratic Republic,2779,Indonesia,2644
0,704,Viet Nam,2010,Immigration,61756,total,Thailand,9570,Myanmar,9356,Bangladesh,6540,Indonesia,6511,Lao People's Democratic Republic,5981
0,704,Viet Nam,2015,Emigration,1294235,female,United States of America,667603,Australia,104690,Canada,87337,Republic of Korea,60218,France,57217
0,704,Viet Nam,2015,Emigration,1332689,male,United States of America,696222,Australia,122608,Canada,97325,France,70776,Republic of Korea,53372
0,704,Viet Nam,2015,Emigration,2626924,total,United States of America,1363825,Australia,227298,Canada,184662,France,127993,Republic of Korea,113590
0,704,Viet Nam,2015,Immigration,42168,female,Myanmar,6801,Thailand,6708,Indonesia,4637,Bangladesh,4306,Lao People's Democratic Republic,3965
0,704,Viet Nam,2015,Immigration,30625,male,Thailand,4844,Myanmar,4386,Bangladesh,3589,Indonesia,3223,Lao People's Democratic Republic,2991
0,704,Viet Nam,2015,Immigration,72793,total,Thailand,11552,Myanmar,11187,Bangladesh,7895,Indonesia,7860,Lao People's Democratic Republic,6956
0,704,Viet Nam,2017,Emigration,1342913,female,United States of America,689748,Australia,109246,Canada,90802,Republic of Korea,60681,France,56970
